date,M.BCPI,M.BCNE,M.ENER,M.MTLS,M.FOPR,M.AGRI,M.FISH
12/1/2012,595.43,412.26,1429.73,727.02,367.27,305.11,934.78
1/1/2013,602.2,399.64,1492.19,666.48,372.22,307.37,1024.35
2/1/2013,621.94,403.31,1566.25,664.11,382.75,311.42,1043.55
3/1/2013,623.4,395.31,1595.41,643.28,386.42,303.39,1091.14
4/1/2013,626.1,388.16,1627.51,624.88,376.15,302.22,1132.35
5/1/2013,620.47,381.24,1623.02,611.7,350.38,307.58,1060.55
6/1/2013,623.95,374.2,1660.36,594.33,338.74,307.58,1071.08
7/1/2013,642.8,367.94,1767.55,580.51,349.95,296.26,1078.55
8/1/2013,640.1,368.21,1753.96,594.81,350.25,287.9,1108.52
9/1/2013,631.57,363.16,1731.27,590.28,365.33,273.34,1102.81
10/1/2013,604.27,361.63,1610.73,591.51,370.21,267.32,1114.42
11/1/2013,574.86,360.54,1482.44,579.67,383.38,265.87,1145.21
12/1/2013,607.23,355.59,1643.32,573.9,383.1,258.69,1171.29
1/1/2014,613,359.51,1658.61,581.87,383.26,259.91,1368.75
2/1/2014,638.5,356.51,1780.44,565.52,383.15,263.9,1326.56
3/1/2014,635.52,366.97,1736,563.62,377.66,293.2,1312.69
4/1/2014,646.68,372.76,1768.12,582.54,371.22,294.92,1473.69
5/1/2014,646.24,373.26,1764.7,588.87,368.62,296.95,1267.48
6/1/2014,655.66,373.18,1806.68,589.87,362.23,301.24,1187.37
7/1/2014,639.51,379.3,1718.05,597.67,371.13,302.05,1398.21
8/1/2014,617.56,373.82,1638.34,594.64,378.66,290.34,1206.75
9/1/2014,607.07,363.7,1620.83,578.82,374.53,278.26,1220.53
10/1/2014,570.56,359.73,1476.76,562.47,373.28,280.37,1209.39
11/1/2014,536.44,359.01,1338.3,560.64,366.82,283.91,1170.44
12/1/2014,455.89,356.72,1034,551.51,372.14,281.68,1176.5
1/1/2015,398.3,346.98,829.23,544.85,360.46,266.75,1300.57
2/1/2015,407.23,340.2,887.09,539.79,351.95,259.38,1251.9
3/1/2015,393.01,336.46,833.92,530.6,333.69,263.57,1317.27
4/1/2015,417.16,335.18,948.59,538.6,318.66,260.51,1503.55
5/1/2015,443.03,338.67,1062.41,546.57,315.32,267.03,1404.91
6/1/2015,443.06,339.14,1060.97,527.97,336.31,272.26,1188.73
7/1/2015,400.66,329.62,887.71,505.5,327.06,268.55,1188.67
8/1/2015,352.57,312.58,720.65,484.89,309.47,251.6,1128.87
9/1/2015,362.28,303.58,786.42,488.37,295.76,238.15,1006.86
10/1/2015,361.89,305.72,778.95,492.09,307.08,234.99,1033.26
11/1/2015,342.85,296.65,718.98,469.54,304.25,228.67,1055.11
12/1/2015,316.4,289.62,624.48,460.34,310.57,215.43,1087.94
1/1/2016,292.92,286.38,534.22,457.28,303.61,211.34,1229.53
2/1/2016,290.87,294.79,507.35,478.02,307.35,214.33,1372.86
3/1/2016,329.16,305.96,635.92,490.06,334.27,220.01,1355.54
4/1/2016,344.24,309.47,692.71,497.07,334.51,224.38,1295.87
5/1/2016,369.95,313.09,799.26,499.58,346.44,227.53,1176.38
6/1/2016,380.92,312.94,852.18,506.62,345.38,224.82,1128
7/1/2016,366.42,313.42,781.58,525.91,359.88,209.5,1184.65
8/1/2016,361.65,308.62,773.99,508.75,360.04,208.37,1173.13
9/1/2016,360.31,300.89,790.53,502.03,356.03,197.17,1230.65
10/1/2016,376.62,299.43,876.09,495.61,360,196.47,1197
11/1/2016,361.75,302.53,792.35,507,354.49,199.08,1197.12
12/1/2016,388.78,304.7,919.91,494.91,357.14,207.45,1239.72
1/1/2017,398.4,310,953.59,500.87,360.55,212.38,1329.93
2/1/2017,409.9,328.19,953.84,540.08,389.67,217.65,1361.16
3/1/2017,393.49,321.25,898.45,516.34,393.51,213.71,1413
4/1/2017,410.04,326.4,959.87,524.15,411,213.68,1424.68
5/1/2017,401.57,327.29,918.38,519.63,403.22,223.46,1231.5
6/1/2017,388.67,332.93,846.59,520.42,399.49,237.11,1170.94
7/1/2017,399.54,340.22,875.15,523.08,410.8,245.56,1231.32
8/1/2017,404.85,341.65,894.63,549.13,405.98,236.45,1221.64
9/1/2017,409.96,342.2,915.97,560.83,420.27,227.04,1185.76
10/1/2017,418.18,345.48,943.55,559.71,445.03,225.51,1190.8
11/1/2017,436.38,352.43,1006.87,560.86,461.26,232.89,1203.23
12/1/2017,420.92,347.78,949.9,552.3,457.5,228.63,1243.29
1/1/2018,446.99,361,1029.88,575.99,481,233.29,1336.78
2/1/2018,436.32,365.76,972.02,577.25,499.65,235.71,1340.47
3/1/2018,445.79,364.21,1016.89,566.86,505.27,234.4,1462.79
4/1/2018,478.64,375.03,1133.46,583.76,528.4,234.18,1832.17
5/1/2018,495.5,379.74,1197.36,584.93,568.67,240.05,1181.08
6/1/2018,479.4,375.26,1136.68,584.84,557.01,235.33,1152.98
7/1/2018,475.01,360.36,1158.47,557.32,534.14,226.39,1231.8
8/1/2018,448.3,345.87,1076.69,544.38,489.58,220.68,1119.59
9/1/2018,446.79,337.86,1092.6,538.09,460.72,217,1172.69
10/1/2018,419.96,334.72,980.28,543.72,417.05,222.79,1204.14
11/1/2018,372.02,332.14,783.23,535.16,426.35,219.1,1167.97
12/1/2018,389.1,329.1,860.11,536.99,418.1,213.87,1227.03
1/1/2019,413.21,334.24,952.05,540.78,429.18,218.16,1273.64
2/1/2019,429.42,345.32,994.29,554.61,460.37,222.08,1345.55
3/1/2019,444.23,344.01,1064.93,564.68,429.85,222.53,1378.93
4/1/2019,462.46,341.75,1157.56,566.31,404.98,224.45,1418.74
5/1/2019,437.96,333.22,1067.61,554.83,396.62,220.44,1169.58
6/1/2019,418.88,339.97,961.89,564.59,410.4,223.9,1193.7
7/1/2019,430.6,341.53,1009.96,580.82,399.82,220.91,1231.57
8/1/2019,419.45,339.9,964.38,597.01,388.9,213.95,1166.64
9/1/2019,428.48,337.55,1011.21,605.36,380.92,206.39,1252.67
10/1/2019,410.06,338.88,925.73,599.89,379.28,212.25,1250.99
11/1/2019,416.31,340.77,948.26,594.37,385.18,216.79,1252.59
12/1/2019,423.25,341.64,976.54,592.33,391.09,217.79,1235.73
1/1/2020,412.32,347.45,904.01,605.34,394.65,220.57,1283.02
2/1/2020,394.48,344.81,824.54,593.78,412.98,215.81,1218.89
3/1/2020,298.63,324.87,486.49,577.18,345.67,209.4,1179.83
4/1/2020,230.79,315.13,275.9,576.28,326.25,198.65,1087.33
5/1/2020,322.47,327.14,546.16,585.87,352.5,206.85,1155.43
6/1/2020,363.03,336.09,688.76,602.48,381.1,205.47,1179.03
7/1/2020,387.13,359.59,731.44,636.99,467.14,205.38,1198.3
8/1/2020,412.58,388.57,765.61,668.3,589.6,211.57,1153.19
9/1/2020,406.7,393.24,730.2,667.25,586.72,220.77,1283.47
10/1/2020,402.37,380.44,743.51,670.51,473.97,225.05,1340.76
11/1/2020,415.45,389.09,777.36,675.98,502.15,230.43,1318.25
12/1/2020,445.14,414.73,838.09,689.23,621.04,239.4,1330
1/1/2021,481.67,427.5,950.11,699.04,638.22,255.86,1365.17
2/1/2021,537.11,451.48,1114.98,713.47,724.75,267.75,1400.94
3/1/2021,555.87,460.56,1170,715.12,733.75,280.82,1536.52
4/1/2021,576.61,501.86,1158.36,737.1,913.52,301.38,1446.05
5/1/2021,613.98,546.1,1208.43,793.14,1051.28,319.77,1464.46
6/1/2021,623.69,511.91,1325.67,808.49,799.03,315.14,1522.13
7/1/2021,619.45,488.35,1366.3,845.54,572.62,329.56,1748.44
8/1/2021,591.74,472.54,1289.42,859.54,484.41,332.32,1684.23
9/1/2021,617.98,480.51,1381.03,878.83,522.98,316.74,1753.28
10/1/2021,679.2,503.84,1586.65,896.85,603.94,318.89,1736.34
11/1/2021,665.1,507.01,1516.43,894.4,595.89,331.35,1793.02
12/1/2021,640.03,551.17,1298.71,889.66,831.08,333.33,1765.88
1/1/2022,711.67,569.22,1528.32,913.36,888.25,337.51,1803.56
2/1/2022,778.5,589.71,1736.84,943.05,920.39,349.96,1940.58
3/1/2022,882.05,637.19,2036.43,1056.11,935.34,376.49,2038.62
4/1/2022,864.32,632.05,1977.56,1086.08,801.46,389.77,1916.26
5/1/2022,889.08,603.29,2146.11,1015.32,737.83,394.61,1619.48
6/1/2022,869.5,565.51,2162.14,978.12,612.88,379.86,1649.24
7/1/2022,779.04,531.37,1872.7,900.65,628.73,344.94,1716.08
8/1/2022,744.41,520.19,1759.02,887.9,582.83,346.53,1612.59
9/1/2022,682.45,488.01,1586.61,820.45,544.48,328.2,1744.4
10/1/2022,671.37,478.9,1563.72,784.95,546.84,326.69,1782.41
11/1/2022,652.78,480.63,1487.09,794.39,520.47,335.55,1717.88
12/1/2022,610.14,474.62,1336.56,803.18,482.97,333.53,1703.52
1/1/2023,619.17,480.07,1358.55,825.77,497.5,328.9,1657.63
2/1/2023,623.59,478.16,1379.72,808.07,502.25,329.13,1815.34
3/1/2023,606.59,461.71,1349.97,781.29,472.43,320.91,1824.36
4/1/2023,633.72,459.63,1460.02,777.08,461.35,321.67,1920.73
5/1/2023,590.47,441.02,1331.47,742.12,432.28,318.14,1610.63
6/1/2023,589.85,440.44,1330.29,708.12,448.22,327.32,1684.11
7/1/2023,618.54,450.44,1421.01,713.37,457.13,342.35,1665.32
8/1/2023,626.27,436.46,1485.86,713.57,436.42,322.2,1594.96
9/1/2023,649.67,425.21,1614.09,712.68,423.76,304.45,1599.83
10/1/2023,620.77,416.4,1514.88,700.26,426.27,291.58,1624.45
11/1/2023,578.67,419.25,1334.53,702.1,445.11,289.69,1587.37
