"REF_DATE","GEO","DGUID","Labour force characteristics","Sex","Age group","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2000-01","Canada","2016A000011124","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091177","1.8.1.1","7.3","","","","1"
"2000-02","Canada","2016A000011124","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091177","1.8.1.1","7.3","","","","1"
"2000-03","Canada","2016A000011124","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091177","1.8.1.1","7.3","","","","1"
"2000-04","Canada","2016A000011124","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091177","1.8.1.1","7.1","","","","1"
"2000-05","Canada","2016A000011124","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091177","1.8.1.1","6.7","","","","1"
"2000-06","Canada","2016A000011124","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091177","1.8.1.1","6.3","","","","1"
"2000-07","Canada","2016A000011124","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091177","1.8.1.1","7.0","","","","1"
"2000-08","Canada","2016A000011124","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091177","1.8.1.1","7.2","","","","1"
"2000-09","Canada","2016A000011124","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091177","1.8.1.1","6.3","","","","1"
"2000-10","Canada","2016A000011124","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091177","1.8.1.1","6.4","","","","1"
"2000-11","Canada","2016A000011124","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091177","1.8.1.1","6.5","","","","1"
"2000-12","Canada","2016A000011124","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091177","1.8.1.1","6.4","","","","1"
"2001-01","Canada","2016A000011124","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091177","1.8.1.1","7.5","","","","1"
"2001-02","Canada","2016A000011124","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091177","1.8.1.1","7.5","","","","1"
"2001-03","Canada","2016A000011124","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091177","1.8.1.1","7.6","","","","1"
"2001-04","Canada","2016A000011124","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091177","1.8.1.1","7.4","","","","1"
"2001-05","Canada","2016A000011124","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091177","1.8.1.1","7.1","","","","1"
"2001-06","Canada","2016A000011124","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091177","1.8.1.1","6.7","","","","1"
"2001-07","Canada","2016A000011124","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091177","1.8.1.1","7.3","","","","1"
"2001-08","Canada","2016A000011124","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091177","1.8.1.1","7.5","","","","1"
"2001-09","Canada","2016A000011124","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091177","1.8.1.1","6.6","","","","1"
"2001-10","Canada","2016A000011124","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091177","1.8.1.1","6.7","","","","1"
"2001-11","Canada","2016A000011124","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091177","1.8.1.1","7.1","","","","1"
"2001-12","Canada","2016A000011124","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091177","1.8.1.1","7.6","","","","1"
"2002-01","Canada","2016A000011124","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091177","1.8.1.1","8.7","","","","1"
"2002-02","Canada","2016A000011124","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091177","1.8.1.1","8.5","","","","1"
"2002-03","Canada","2016A000011124","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091177","1.8.1.1","8.4","","","","1"
"2002-04","Canada","2016A000011124","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091177","1.8.1.1","8.0","","","","1"
"2002-05","Canada","2016A000011124","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091177","1.8.1.1","7.9","","","","1"
"2002-06","Canada","2016A000011124","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091177","1.8.1.1","7.1","","","","1"
"2002-07","Canada","2016A000011124","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091177","1.8.1.1","7.8","","","","1"
"2002-08","Canada","2016A000011124","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091177","1.8.1.1","7.7","","","","1"
"2002-09","Canada","2016A000011124","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091177","1.8.1.1","6.9","","","","1"
"2002-10","Canada","2016A000011124","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091177","1.8.1.1","6.9","","","","1"
"2002-11","Canada","2016A000011124","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091177","1.8.1.1","7.1","","","","1"
"2002-12","Canada","2016A000011124","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091177","1.8.1.1","7.1","","","","1"
"2003-01","Canada","2016A000011124","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091177","1.8.1.1","8.1","","","","1"
"2003-02","Canada","2016A000011124","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091177","1.8.1.1","7.9","","","","1"
"2003-03","Canada","2016A000011124","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091177","1.8.1.1","7.8","","","","1"
"2003-04","Canada","2016A000011124","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091177","1.8.1.1","7.9","","","","1"
"2003-05","Canada","2016A000011124","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091177","1.8.1.1","8.0","","","","1"
"2003-06","Canada","2016A000011124","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091177","1.8.1.1","7.1","","","","1"
"2003-07","Canada","2016A000011124","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091177","1.8.1.1","7.8","","","","1"
"2003-08","Canada","2016A000011124","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091177","1.8.1.1","8.1","","","","1"
"2003-09","Canada","2016A000011124","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091177","1.8.1.1","7.3","","","","1"
"2003-10","Canada","2016A000011124","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091177","1.8.1.1","6.9","","","","1"
"2003-11","Canada","2016A000011124","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091177","1.8.1.1","7.1","","","","1"
"2003-12","Canada","2016A000011124","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091177","1.8.1.1","6.9","","","","1"
"2004-01","Canada","2016A000011124","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091177","1.8.1.1","7.9","","","","1"
"2004-02","Canada","2016A000011124","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091177","1.8.1.1","7.8","","","","1"
"2004-03","Canada","2016A000011124","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091177","1.8.1.1","7.8","","","","1"
"2004-04","Canada","2016A000011124","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091177","1.8.1.1","7.5","","","","1"
"2004-05","Canada","2016A000011124","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091177","1.8.1.1","7.3","","","","1"
"2004-06","Canada","2016A000011124","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091177","1.8.1.1","6.7","","","","1"
"2004-07","Canada","2016A000011124","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091177","1.8.1.1","7.3","","","","1"
"2004-08","Canada","2016A000011124","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091177","1.8.1.1","7.5","","","","1"
"2004-09","Canada","2016A000011124","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091177","1.8.1.1","6.5","","","","1"
"2004-10","Canada","2016A000011124","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091177","1.8.1.1","6.5","","","","1"
"2004-11","Canada","2016A000011124","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091177","1.8.1.1","6.8","","","","1"
"2004-12","Canada","2016A000011124","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091177","1.8.1.1","6.7","","","","1"
"2005-01","Canada","2016A000011124","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091177","1.8.1.1","7.5","","","","1"
"2005-02","Canada","2016A000011124","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091177","1.8.1.1","7.4","","","","1"
"2005-03","Canada","2016A000011124","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091177","1.8.1.1","7.4","","","","1"
"2005-04","Canada","2016A000011124","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091177","1.8.1.1","7.0","","","","1"
"2005-05","Canada","2016A000011124","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091177","1.8.1.1","7.0","","","","1"
"2005-06","Canada","2016A000011124","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091177","1.8.1.1","6.3","","","","1"
"2005-07","Canada","2016A000011124","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091177","1.8.1.1","6.9","","","","1"
"2005-08","Canada","2016A000011124","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091177","1.8.1.1","7.1","","","","1"
"2005-09","Canada","2016A000011124","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091177","1.8.1.1","6.3","","","","1"
"2005-10","Canada","2016A000011124","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091177","1.8.1.1","6.1","","","","1"
"2005-11","Canada","2016A000011124","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091177","1.8.1.1","6.0","","","","1"
"2005-12","Canada","2016A000011124","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091177","1.8.1.1","6.1","","","","1"
"2006-01","Canada","2016A000011124","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091177","1.8.1.1","7.3","","","","1"
"2006-02","Canada","2016A000011124","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091177","1.8.1.1","6.9","","","","1"
"2006-03","Canada","2016A000011124","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091177","1.8.1.1","6.9","","","","1"
"2006-04","Canada","2016A000011124","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091177","1.8.1.1","6.7","","","","1"
"2006-05","Canada","2016A000011124","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091177","1.8.1.1","6.2","","","","1"
"2006-06","Canada","2016A000011124","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091177","1.8.1.1","5.8","","","","1"
"2006-07","Canada","2016A000011124","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091177","1.8.1.1","6.8","","","","1"
"2006-08","Canada","2016A000011124","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091177","1.8.1.1","7.0","","","","1"
"2006-09","Canada","2016A000011124","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091177","1.8.1.1","6.1","","","","1"
"2006-10","Canada","2016A000011124","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091177","1.8.1.1","5.8","","","","1"
"2006-11","Canada","2016A000011124","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091177","1.8.1.1","6.2","","","","1"
"2006-12","Canada","2016A000011124","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091177","1.8.1.1","5.9","","","","1"
"2007-01","Canada","2016A000011124","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091177","1.8.1.1","6.9","","","","1"
"2007-02","Canada","2016A000011124","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091177","1.8.1.1","6.6","","","","1"
"2007-03","Canada","2016A000011124","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091177","1.8.1.1","6.7","","","","1"
"2007-04","Canada","2016A000011124","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091177","1.8.1.1","6.5","","","","1"
"2007-05","Canada","2016A000011124","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091177","1.8.1.1","6.2","","","","1"
"2007-06","Canada","2016A000011124","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091177","1.8.1.1","5.7","","","","1"
"2007-07","Canada","2016A000011124","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091177","1.8.1.1","6.2","","","","1"
"2007-08","Canada","2016A000011124","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091177","1.8.1.1","6.4","","","","1"
"2007-09","Canada","2016A000011124","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091177","1.8.1.1","5.7","","","","1"
"2007-10","Canada","2016A000011124","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091177","1.8.1.1","5.5","","","","1"
"2007-11","Canada","2016A000011124","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091177","1.8.1.1","5.8","","","","1"
"2007-12","Canada","2016A000011124","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091177","1.8.1.1","5.8","","","","1"
"2008-01","Canada","2016A000011124","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091177","1.8.1.1","6.6","","","","1"
"2008-02","Canada","2016A000011124","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091177","1.8.1.1","6.4","","","","1"
"2008-03","Canada","2016A000011124","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091177","1.8.1.1","6.6","","","","1"
"2008-04","Canada","2016A000011124","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091177","1.8.1.1","6.4","","","","1"
"2008-05","Canada","2016A000011124","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091177","1.8.1.1","6.3","","","","1"
"2008-06","Canada","2016A000011124","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091177","1.8.1.1","5.7","","","","1"
"2008-07","Canada","2016A000011124","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091177","1.8.1.1","6.4","","","","1"
"2008-08","Canada","2016A000011124","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091177","1.8.1.1","6.6","","","","1"
"2008-09","Canada","2016A000011124","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091177","1.8.1.1","5.8","","","","1"
"2008-10","Canada","2016A000011124","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091177","1.8.1.1","5.8","","","","1"
"2008-11","Canada","2016A000011124","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091177","1.8.1.1","6.3","","","","1"
"2008-12","Canada","2016A000011124","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091177","1.8.1.1","6.6","","","","1"
"2009-01","Canada","2016A000011124","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091177","1.8.1.1","8.1","","","","1"
"2009-02","Canada","2016A000011124","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091177","1.8.1.1","8.5","","","","1"
"2009-03","Canada","2016A000011124","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091177","1.8.1.1","9.0","","","","1"
"2009-04","Canada","2016A000011124","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091177","1.8.1.1","8.8","","","","1"
"2009-05","Canada","2016A000011124","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091177","1.8.1.1","8.8","","","","1"
"2009-06","Canada","2016A000011124","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091177","1.8.1.1","8.2","","","","1"
"2009-07","Canada","2016A000011124","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091177","1.8.1.1","9.0","","","","1"
"2009-08","Canada","2016A000011124","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091177","1.8.1.1","9.2","","","","1"
"2009-09","Canada","2016A000011124","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091177","1.8.1.1","7.8","","","","1"
"2009-10","Canada","2016A000011124","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091177","1.8.1.1","7.8","","","","1"
"2009-11","Canada","2016A000011124","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091177","1.8.1.1","8.1","","","","1"
"2009-12","Canada","2016A000011124","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091177","1.8.1.1","8.1","","","","1"
"2010-01","Canada","2016A000011124","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091177","1.8.1.1","8.9","","","","1"
"2010-02","Canada","2016A000011124","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091177","1.8.1.1","8.7","","","","1"
"2010-03","Canada","2016A000011124","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091177","1.8.1.1","9.0","","","","1"
"2010-04","Canada","2016A000011124","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091177","1.8.1.1","8.6","","","","1"
"2010-05","Canada","2016A000011124","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091177","1.8.1.1","8.4","","","","1"
"2010-06","Canada","2016A000011124","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091177","1.8.1.1","7.5","","","","1"
"2010-07","Canada","2016A000011124","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091177","1.8.1.1","8.4","","","","1"
"2010-08","Canada","2016A000011124","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091177","1.8.1.1","8.9","","","","1"
"2010-09","Canada","2016A000011124","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091177","1.8.1.1","7.6","","","","1"
"2010-10","Canada","2016A000011124","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091177","1.8.1.1","7.4","","","","1"
"2010-11","Canada","2016A000011124","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091177","1.8.1.1","7.4","","","","1"
"2010-12","Canada","2016A000011124","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091177","1.8.1.1","7.3","","","","1"
"2011-01","Canada","2016A000011124","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091177","1.8.1.1","8.3","","","","1"
"2011-02","Canada","2016A000011124","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091177","1.8.1.1","8.2","","","","1"
"2011-03","Canada","2016A000011124","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091177","1.8.1.1","8.4","","","","1"
"2011-04","Canada","2016A000011124","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091177","1.8.1.1","8.2","","","","1"
"2011-05","Canada","2016A000011124","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091177","1.8.1.1","7.7","","","","1"
"2011-06","Canada","2016A000011124","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091177","1.8.1.1","7.2","","","","1"
"2011-07","Canada","2016A000011124","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091177","1.8.1.1","7.7","","","","1"
"2011-08","Canada","2016A000011124","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091177","1.8.1.1","8.0","","","","1"
"2011-09","Canada","2016A000011124","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091177","1.8.1.1","6.9","","","","1"
"2011-10","Canada","2016A000011124","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091177","1.8.1.1","6.9","","","","1"
"2011-11","Canada","2016A000011124","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091177","1.8.1.1","7.1","","","","1"
"2011-12","Canada","2016A000011124","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091177","1.8.1.1","7.0","","","","1"
"2012-01","Canada","2016A000011124","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091177","1.8.1.1","8.2","","","","1"
"2012-02","Canada","2016A000011124","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091177","1.8.1.1","7.9","","","","1"
"2012-03","Canada","2016A000011124","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091177","1.8.1.1","7.8","","","","1"
"2012-04","Canada","2016A000011124","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091177","1.8.1.1","7.7","","","","1"
"2012-05","Canada","2016A000011124","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091177","1.8.1.1","7.6","","","","1"
"2012-06","Canada","2016A000011124","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091177","1.8.1.1","7.0","","","","1"
"2012-07","Canada","2016A000011124","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091177","1.8.1.1","7.5","","","","1"
"2012-08","Canada","2016A000011124","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091177","1.8.1.1","8.0","","","","1"
"2012-09","Canada","2016A000011124","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091177","1.8.1.1","6.8","","","","1"
"2012-10","Canada","2016A000011124","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091177","1.8.1.1","6.8","","","","1"
"2012-11","Canada","2016A000011124","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091177","1.8.1.1","6.8","","","","1"
"2012-12","Canada","2016A000011124","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091177","1.8.1.1","6.7","","","","1"
"2013-01","Canada","2016A000011124","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091177","1.8.1.1","7.6","","","","1"
"2013-02","Canada","2016A000011124","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091177","1.8.1.1","7.4","","","","1"
"2013-03","Canada","2016A000011124","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091177","1.8.1.1","7.8","","","","1"
"2013-04","Canada","2016A000011124","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091177","1.8.1.1","7.5","","","","1"
"2013-05","Canada","2016A000011124","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091177","1.8.1.1","7.1","","","","1"
"2013-06","Canada","2016A000011124","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091177","1.8.1.1","6.7","","","","1"
"2013-07","Canada","2016A000011124","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091177","1.8.1.1","7.5","","","","1"
"2013-08","Canada","2016A000011124","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091177","1.8.1.1","7.8","","","","1"
"2013-09","Canada","2016A000011124","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091177","1.8.1.1","6.4","","","","1"
"2013-10","Canada","2016A000011124","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091177","1.8.1.1","6.5","","","","1"
"2013-11","Canada","2016A000011124","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091177","1.8.1.1","6.6","","","","1"
"2013-12","Canada","2016A000011124","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091177","1.8.1.1","6.9","","","","1"
"2014-01","Canada","2016A000011124","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091177","1.8.1.1","7.7","","","","1"
"2014-02","Canada","2016A000011124","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091177","1.8.1.1","7.6","","","","1"
"2014-03","Canada","2016A000011124","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091177","1.8.1.1","7.6","","","","1"
"2014-04","Canada","2016A000011124","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091177","1.8.1.1","7.4","","","","1"
"2014-05","Canada","2016A000011124","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091177","1.8.1.1","7.4","","","","1"
"2014-06","Canada","2016A000011124","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091177","1.8.1.1","6.8","","","","1"
"2014-07","Canada","2016A000011124","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091177","1.8.1.1","7.3","","","","1"
"2014-08","Canada","2016A000011124","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091177","1.8.1.1","7.5","","","","1"
"2014-09","Canada","2016A000011124","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091177","1.8.1.1","6.4","","","","1"
"2014-10","Canada","2016A000011124","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091177","1.8.1.1","6.2","","","","1"
"2014-11","Canada","2016A000011124","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091177","1.8.1.1","6.3","","","","1"
"2014-12","Canada","2016A000011124","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091177","1.8.1.1","6.2","","","","1"
"2015-01","Canada","2016A000011124","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091177","1.8.1.1","7.2","","","","1"
"2015-02","Canada","2016A000011124","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091177","1.8.1.1","7.3","","","","1"
"2015-03","Canada","2016A000011124","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091177","1.8.1.1","7.4","","","","1"
"2015-04","Canada","2016A000011124","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091177","1.8.1.1","7.2","","","","1"
"2015-05","Canada","2016A000011124","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091177","1.8.1.1","7.0","","","","1"
"2015-06","Canada","2016A000011124","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091177","1.8.1.1","6.5","","","","1"
"2015-07","Canada","2016A000011124","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091177","1.8.1.1","7.1","","","","1"
"2015-08","Canada","2016A000011124","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091177","1.8.1.1","7.6","","","","1"
"2015-09","Canada","2016A000011124","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091177","1.8.1.1","6.4","","","","1"
"2015-10","Canada","2016A000011124","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091177","1.8.1.1","6.3","","","","1"
"2015-11","Canada","2016A000011124","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091177","1.8.1.1","6.5","","","","1"
"2015-12","Canada","2016A000011124","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091177","1.8.1.1","6.8","","","","1"
"2016-01","Canada","2016A000011124","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091177","1.8.1.1","7.7","","","","1"
"2016-02","Canada","2016A000011124","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091177","1.8.1.1","7.7","","","","1"
"2016-03","Canada","2016A000011124","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091177","1.8.1.1","7.8","","","","1"
